titre;annee;cote;coteNew;auteur;cnpl;compositeur;editeur;livret;fiche;internet;scan;snpls
PSAUME 117 - VOICI LE JOUR QUE FIT LE SEIGNEUR - JOUR DE PÂQUES A, B ET C;2016;ZL117-52;;AELF;;WACKENHEIM;ADF;;17024;*;;
PSAUME 117 - VOICI LE JOUR QUE FIT LE SEIGNEUR - JOUR DE PAQUES ABC;2018;ZL117-76;;AELF;;GROSLAMBERT;ADF;;19318;*;;
PSAUME 117 - VOICI LE JOUR QUE FIT LE SEIGNEUR - MESSE DU JOUR DE PAQUES;2018;ZL117-56;;AELF;;LAMY;JUBILUS-VOIX NOUVELLES EDITIONS;;18175;*;;
PSAUME 117 -2ème dimanche de Pâques ou Divine miséricorde Année C;2019;ZL117-72;;AELF;;NOTEBAERT;JUBILUS-VOIX NOUVELLES EDITIONS;;19273;*;;
PSAUME 117 : VIGILE PASCALE IX;2000;IL32-57-3;ZL117-3;AELF;;DOURY;EUROPART;;10286;;*;
PSAUME 117 (116) ET PSAUME 141(140);1992;Z611;U643;MAYOL;;MAYOL;LE SENEVE (DDB);ENFANTS;4237;;*;
PSAUME 117 A - VEILLEE ET SAINT JOUR DE PAQUES - C;2000;ZL32-57-4;ZL117-4;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD C;9916;;*;
PSAUME 117 ALLELUIA -JOUR DE PAQUES;2019;ZL117-73;;AELF;;MARIONNEAU;JUBILUS-VOIX NOUVELLES EDITIONS;;18956;*;;
PSAUME 117 ALLELUIATIQUE;2004;Z117-25;;AELF;;GELINEAU;JUBILUS-VOIX NOUVELLES EDITIONS;;12331;;*;
PSAUME 117 B - 2ème DIMANCHE DE PAQUES - C;2000;ZL32-57-5;ZL117-5;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD C;9917;;*;
PSAUME 118 - 17E DIMANCHE DU TO A;2023;ZL118-49;;AELF;;MARIONNEAU;JUBILUS-VOIX NOUVELLES EDITIONS;;20914;*;;
PSAUME 118 - 17EME DIMANCHE DU TEMPS ORDINAIRE A;2022;ZL118-48;;AELF;;AKEPSIMAS;L'ARBRE NOIR;;20644;*;;
PSAUME 118 - 17ème DIMANCHE ORDINAIRE - A;2002;ZL31-31-5;ZL118-5;AELF - DEISS;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;10876;*;;
PSAUME 118 - 17ème DIMANCHE ORDINAIRE- A;2001;ZL31-31-3;ZL118-3;AELF;;KRUCZEK;LETHIELLEUX (DDB);MELOD A;10596;;*;
PSAUME 118 - 17ème DIMANCHE TO A;2016;ZL118-18;;AELF;;LAFARGUE;ARTEGE;;17295;*;;
PSAUME 118 - 17ème DIMANCHE TO A;2016;ZL118-20;;AELF;;ROBERT;MAME (DESCLEE);;17424;*;;
PSAUME 118 - 31ème DIMANCHE ORDINAIRE - B;2002;ZL31-31-7;ZL118-7;AELF - EGLISE QUI CHANTE;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11183;*;;
PSAUME 118 - 31ème DIMANCHE ORDINAIRE - B;2002;ZL31-31-8;ZL118-8;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD B;11218;;*;
PSAUME 118 - 6EME DIMANCHE DU TEMPS ORDINAIRE A ;2022;ZL118-47;;AELF;;AKEPSIMAS;L'ARBRE NOIR;;20633;*;;
PSAUME 118 - 6ème DIMANCHE ORDINAIRE - A;2001;ZL31-31-2;ZL118-2;AELF;;KRUCZEK;LETHIELLEUX (DDB);MELOD A;10595;;*;
PSAUME 118 - 6ème DIMANCHE ORDINAIRE - A;2002;ZL31-31-6;ZL118-6;AELF - DEISS;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;10877;*;;
PSAUME 118 - 6ème DIMANCHE TO A;2016;ZL118-17;;AELF;;LAFARGUE;ARTEGE;;17284;*;;
PSAUME 118 - 6ème DIMANCHE TO A;2016;ZL118-19;;AELF;;ROBERT;MAME (DESCLEE);;17423;*;;
PSAUME 118 - 6ème DIMANCHE TO A;2017;ZL118-21;;AELF;;ROBERT;JUBILUS-VOIX NOUVELLES EDITIONS;;17636;;;
PSAUME 118 - 6ème DIMANCHE TO A;2018;ZL118-28;;AELF;;ROBERT;JUBILUS-VOIX NOUVELLES EDITIONS;;18349;*;;
PSAUME 118 - 6ème, 17ème DIMANCHES ORDINAIRES - A;2002;ZL31-31-4;ZL118-4;AELF;;THIL;LETHIELLEUX (DDB);CHANTE A;10676;;*;
PSAUME 118 - ACCLAMATION A L'EVANGILE - SAMEDI 1RE SEM. DE CAREME / TO ANNEE PAIRE : VENDREDI 32E SEM.;2016;ZL118-37;;AELF;;DECHA - JEF - LECOT;ADF;;17917;*;;
PSAUME 118 - ALLELUIA - LUNDI 3E SEM. DE PAQUES;2016;ZL118-42;;AELF;;ALLELUIA PASCAL - DEISS - LECOT;ADF;;19869;*;;
PSAUME 118 - ALLELUIA - TO ANNEE IMPAIRE : JEUDI 32E SEM.;2016;ZL118-43;;AELF;;DECHA - LECOT;ADF;;19870;*;;
PSAUME 118 - ALLELUIA - TO ANNEE IMPAIRE : LUNDI 33E SEM.;2016;ZL118-40;;AELF;;DECHA - LECOT;ADF;;19867;*;;
PSAUME 118 - ALLELUIA - TO ANNEE IMPAIRE : MARDI 10E SEM. / TO ANNEE PAIRE : SAMEDI 26E SEM.;2016;ZL118-36;;AELF;;DECHA - LECOT - URTEAGA;ADF;;17876;*;;
PSAUME 118 - ALLELUIA - TO ANNEE IMPAIRE : MERCREDI 7E SEM. / TO ANNEE PAIRE : VENDREDI 9E SEM.;2016;ZL118-24;;AELF;;LECOT;ADF;;17926;*;;
PSAUME 118 - ALLELUIA - TO ANNEE IMPAIRE : VENDREDI 29E SEM. / TO ANNEE PAIRE : SAMEDI 4E SEM. - LUNDI 18E SEM.;2016;ZL118-22;;AELF;;DECHA - LECOT;ADF;;17887;*;;
PSAUME 118 - ALLELUIA - TO ANNEE IMPAIRE : VENDREDI 7E SEM.;2016;ZL118-41;;AELF;;DECHA - LECOT - URTEAGA;ADF;;19868;*;;
PSAUME 118 - ALLELUIA - TO ANNEE PAIRE : LUNDI 22E SEM.;2016;ZL118-32;;AELF;;DECHA - LECOT - URTEAGA;ADF;;17770;*;;
PSAUME 118 - ALLELUIA - TO ANNEE PAIRE : LUNDI 6E SEM.;2016;ZL118-23;;AELF;;DECHA - LECOT;ADF;;17787;*;;
PSAUME 118 - ALLELUIA - TO ANNEE PAIRE : MARDI 19E SEM. - VENDREDI 33E SEM.;2016;ZL118-27;;AELF;;LECOT;ADF;;17800;*;;
PSAUME 118 - ALLELUIA - TO ANNEE PAIRE : MARDI 25E SEM.;2016;ZL118-33;;AELF;;LECOT - PRÆTORIUS;ADF;;17807;*;;
PSAUME 118 - ALLELUIA - TO ANNEE PAIRE : MARDI 28E SEM.;2016;ZL118-34;;AELF;;DEISS - LECOT - LESBORDES;ADF;;17810;*;;
PSAUME 118 - ALLELUIA - TO ANNEE PAIRE : MERCREDI 12E SEM.;2016;ZL118-25;;AELF;;DEISS - LECOT;ADF;;17827;*;;
PSAUME 118 - ALLELUIA - TO ANNEE PAIRE : MERCREDI 25E SEM.;2016;ZL118-35;;AELF;;LECOT - PRÆTORIUS;ADF;;17841;*;;
PSAUME 118 - ALLELUIA - TO ANNEE PAIRE : VENDREDI 13E SEM.;2016;ZL118-26;;AELF;;DECHA - LECOT;ADF;;17896;*;;
PSAUME 118 - DE QUEL AMOUR J'AIME TA LOI, SEIGNEUR !;2022;ZL118-46;;AELF;;OSPITAL;ADF;;20540;*;;
PSAUME 118 - DE QUEL AMOUR J'AIME TA LOI, SEIGNEUR ! - 17E DIMANCHE DU TEMPS ORDINAIRE A;1900;ZL118-29;;AELF;;WACKENHEIM;ADF;;16679;*;;
PSAUME 118 - DE QUEL AMOUR J’AIME TA LOI, SEIGNEUR;2014;ZL118-15;;AELF;;GOUZES;BAYARD-LITURGIE;PSAUMES DIMANCHES ET FETES ANNÉE A;16432;*;;
PSAUME 118 - HEUREUX CEUX QUI MARCHENT;2022;ZL118-45;;AELF;;OSPITAL;ADF;;20526;*;;
PSAUME 118 - HEUREUX CEUX QUI MARCHENT - 6E DIMANCHE DU TEMPS ORDINAIRE A;2016;ZL118-30;;AELF;;WACKENHEIM;ADF;;17564;*;;
PSAUME 118 - HEUREUX CEUX QUI MARCHENT - 6E DIMANCHE ORDINAIRE A;2018;ZL118-31;;AELF;;GROSLAMBERT;ADF;;19696;*;;
PSAUME 118 - HEUREUX QUI REGLE SES PAS;2014;ZL118-16;;AELF;;GOUZES;BAYARD-LITURGIE;PSAUMES DIMANCHES ET FETES ANNÉE A;16468;*;;
PSAUME 118 (VERSETS 169-176);1983;ZL625;ZL118-1;AELF;;TAMIE;STUDIO SM;;2735;;*;
PSAUME 118- 31ème DIMANCHE ORDINAIRE  - B;2002;Z31-31-9;ZL118-9;AELF;;THIL;LETHIELLEUX (DDB);CHANTE B;11479;;*;
PSAUME 119;1972;ZLH119;Z119-2;AELF;;LA CROIX;SODEC;;2775;;*;
PSAUME 12;1992;Z511;U660;MOINES DE LIGUGE;;DOURY;EUROPART;;5591;;*;
PSAUME 12 - ALLELUIA - TO ANNEE IMPAIRE : MERCREDI 30E SEM.;2016;ZL12-2;;AELF;;DEISS - GELINEAU - LECOT;ADF;;19738;*;;
PSAUME 12 - NATIVITE DE LA VIERGE MARIE;2022;ZL12-3;;AELF;;ROBERT;JUBILUS-VOIX NOUVELLES EDITIONS;;20518;*;;
PSAUME 120;2003;ZL120-5;;AELF;;DUMAS;STUDIO SM;;11945;;*;
PSAUME 120 - 29ème DIMANCHE ORDINAIRE - C;2000;ZL36-24;ZL120-3;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD C;9918;;*;
PSAUME 120 - 29ème DIMANCHE ORDINAIRE - C;2001;ZL36-24-2;ZL120-2;AELF;;THIL;LETHIELLEUX (DDB);CHANTE C;10081;;*;
PSAUME 120 - 29ème DIMANCHE ORDINAIRE - C;2002;ZL43-51;ZL120-4;AELF - EGLISE QUI CHANTE;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11271;*;;
PSAUME 120 - 29ème DIMANCHE TO C;2016;ZL120-10;;AELF;;LAFARGUE;ARTEGE;;17187;*;;
PSAUME 120 - 29ème DIMANCHE TO C;2018;ZL120-12;;AELF;;ROBERT;MAME (DESCLEE);;18290;*;;
PSAUME 120 - ALLELUIA - TO ANNEE PAIRE : LUNDI 10E SEM.;2016;ZL120-11;;AELF;;DECHA - LECOT - REVERT;ADF;;17757;*;;
PSAUME 120 - LE SECOURS ME VIENDRA DU SEIGNEUR;2015;ZL120-9;;AELF;;GOUZES;BAYARD-LITURGIE;PSAUMES DIMANCHES ET FETES - ANNEE C;17005;*;;
PSAUME 120 - LE SECOURS ME VIENDRA DU SEIGNEUR;2021;ZL120-16;;AELF;;OSPITAL;ADF;;20207;*;;
PSAUME 120 - LE SECOURS ME VIENDRA DU SEIGNEUR;2022;ZL120-17;;AELF;;HERVY;ADF;;20337;*;;
PSAUME 120 - LE SECOURS ME VIENDRA DU SEIGNEUR - 29E DIMANCHE DU TEMPS ORDINAIRE ANNÉE C;2019;ZL120-14;;AELF;;PREVIDI;ADF;;19187;*;;
PSAUME 120 - LE SECOURS ME VIENDRA DU SEIGNEUR - 29E DIMANCHE DU TEMPS ORDINAIRE C;2016;ZL120-15;;AELF;;WACKENHEIM;ADF;;17549;*;;
PSAUME 120 - NOTRE SECOURS C'EST NOTRE DIEU;2002;ZL43-51-2;ZL120-6;AELF - ARTAUD;;ARTAUD;STUDIO SM;UN CHANT NOUVEAU;11378;;*;
PSAUME 121;2003;ZL121-7;;AELF;;DUMAS;STUDIO SM;;11946;;*;
PSAUME 121;2005;ZL121-12;;AELF;;SCARCELLA;SCHOLA CANTORUM;;14809;*;;
PSAUME 121;2023;ZL121-32;;AELF;;BUIS;L'ARBRE NOIR;;21194;*;;
PSAUME 121  - Christ Roi de l'univers;2019;ZL121-23;;AELF;;DUFFAURE;JUBILUS-VOIX NOUVELLES EDITIONS;;19281;*;;
PSAUME 121 - 1ER DIMANCHE AVENT A - CHRIST, ROI DE L'UNIVERS C;2022;ZL121-30;;AELF;;DUMAS;JUBILUS-VOIX NOUVELLES EDITIONS;;20581;*;;
PSAUME 121 - 1er DIMANCHE DE l'AVENT - A;2001;ZL36-25-3;ZL121-9;AELF;;KRUCZEK;LETHIELLEUX (DDB);MELOD A;10597;;*;
PSAUME 121 - 1er DIMANCHE DE L'AVENT - A;2002;ZL36-25-4;ZL121-4;AELF;;THIL;LETHIELLEUX (DDB);CHANTE A;10678;;*;
PSAUME 121 - 1er DIMANCHE DE L'AVENT - A;2002;ZL36-25-5;ZL121-5;AELF - EGLISE QUI CHANTE;;WILLEMIN;STUDIO SM; - PSAUTIER TRIENNAL;10878;*;;
PSAUME 121 - 1ER DIMANCHE DE L'AVENT A;2022;ZL121-31;;AELF;;AKEPSIMAS;L'ARBRE NOIR;;20584;*;;
PSAUME 121 - 1er DIMANCHE DE L'AVENT A - FETE DU CHRIST ROI C;2016;ZL121-18;;AELF;;ROBERT;MAME (DESCLEE);;17425;*;;
PSAUME 121 - 1er DIMANCHE DE L'AVENT A - FETE DU CHRIST-ROI C;2016;ZL121-17;;AELF;;LAFARGUE;ARTEGE;;17192;*;;
PSAUME 121 - 34ème DIMANCHE TO CHRIST-ROI - 1er DIMANCHE AVENT A;2018;ZL121-19;;AELF;;OSPITAL;JUBILUS-VOIX NOUVELLES EDITIONS;;18350;*;;
PSAUME 121 - ALLELUIA - LUNDI 1RE SEM. DE L'AVENT / MERCREDI 5E SEM. DE PAQUES / TO ANNEE IMPAIRE : MARDI 25E SEM. / TO ANNEE PAIRE : SAMEDI 29E SEM. - VENDREDI 31E SEM.;2016;ZL121-25;;AELF - ANONYME;;ANONYME - DEISS - LECOT;ADF;;17879;*;;
PSAUME 121 - ALLONS DANS LA JOIE;2014;ZL121-15;;AELF;;GOUZES;BAYARD-LITURGIE;PSAUMES DIMANCHES ET FETES ANNÉE A;16435;*;;
PSAUME 121 - CHRIST ROI - C;2001;ZL36-25-2;ZL121-2;AELF;;THIL;LETHIELLEUX (DDB);CHANTE C;10082;;*;
PSAUME 121 - CHRIST ROI - C;2002;ZL36-25-6;ZL121-6;AELF;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11272;*;;
PSAUME 121 - CHRIST ROI B - 1 ER AVENT A;2020;ZL121-20;;AELF;;PREVIDI;ADF;;19130;*;;
PSAUME 121 - DANS LA JOIE;2015;ZL121-16;;AELF;;GOUZES;BAYARD-LITURGIE;PSAUMES DIMANCHES ET FETES - ANNEE C;17006;*;;
PSAUME 121 - DANS LA JOIE, NOUS IRONS;2021;ZL121-27;;AELF;;OSPITAL;ADF;;20214;*;;
PSAUME 121 - DANS LA JOIE, NOUS IRONS;2022;ZL121-28;;AELF;;HERVY;ADF;;20344;*;;
PSAUME 121 - DANS LA JOIE, NOUS IRONS;2022;ZL121-29;;AELF;;DELATTRE;ADF;;20433;*;;
PSAUME 121 - DANS LA JOIE, NOUS IRONS - 1ER DIMANCHE DE L'AVENT A;2016;ZL121-22;;AELF;;WACKENHEIM;ADF;;17555;*;;
PSAUME 121 - DANS LA JOIE, NOUS IRONS - 1ER DIMANCHE DE L'AVENT A / CHRIST ROI DE L'UNIVERS C;2018;ZL121-24;;AELF;;GROSLAMBERT;ADF;;19697;*;;
PSAUME 121 - DANS LA JOIE, NOUS IRONS - 34E DIMANCHE DU TEMPS ORDINAIRE C;2016;ZL121-21;;AELF;;WACKENHEIM;ADF;;17553;*;;
PSAUME 121 - DANS LA JOIE, NOUS IRONS -PSAUME RESPONSORIAL 34ème DIMANCHE TO C;2016;ZL121;;AELF;;WACKENHEIM;ADF;;17613;*;;
PSAUME 121 - LE CHRIST, ROI DE L'UNIVERS - C;2000;ZL36-25;ZL121-8;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD C;9919;;*;
PSAUME 121 - TRENTE QUATRIEME DIMANCHE DU TEMPS ORDINAIRE ANNEE C - LE CHRIST ROI DE L'UNIVERS;2021;ZL121-26;;AELF;;BAHUAUD;CÆCILIA;;20010;*;;
"PSAUME 121 ""J'ETAIS DANS LA JOIE""";1900;K105;Z121-3;LECOT;;LESBORDES;LETHIELLEUX (DDB);;2736;;*;
PSAUME 122 - 14E DIMANCHE DU TEMPS ORDINAIRE - ANNEE B;2015;ZL122-13;;AELF;;HERVY;JUBILUS-VOIX NOUVELLES EDITIONS;;19954;*;;
PSAUME 122 - 14ème DIMANCHE ORDINAIRE - B;2002;ZL43-06;ZL122-1;AELF;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11108;*;;
PSAUME 122 - 14ème DIMANCHE ORDINAIRE - B;2002;ZL43-06-2;ZL122-2;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD B;11219;;*;
PSAUME 122 - 14ème DIMANCHE ORDINAIRE - B;2002;Z43-06-3;ZL122-3;AELF;;THIL;LETHIELLEUX (DDB);CHANTE B;11480;;*;
PSAUME 122 - 14ème DIMANCHE ORDINAIRE - B;2002;Z43-06-4;ZL122-4;AELF;;THIL;LETHIELLEUX (DDB);CHANTE B;11481;;*;
PSAUME 122 - 14ème DIMANCHE TO B;2016;ZL122-7;;AELF;;LAFARGUE;ARTEGE;;17352;*;;
PSAUME 122 - 14ème DIMANCHE TO B;2017;ZL122-8;;AELF;;ROBERT;MAME (DESCLEE);;17701;*;;
PSAUME 122 - 14ème DIMANCHE TO B;2018;ZL122-10;;AELF;;PREVIDI;ADF;;18200;*;;
PSAUME 122 - 14ème DIMANCHE TO B;2017;ZL122-12;;AELF;;BUIS;L'ARBRE NOIR;;18418;*;;
PSAUME 122 - ALLELUIA - TO ANNEE PAIRE : MERCREDI 9E SEM.;2016;ZL122-9;;AELF;;DEISS - LECOT - LESBORDES;ADF;;17858;*;;
PSAUME 122 - NOS YEUX, LEVES VERS LE SEIGNEUR;2015;ZL122-6;;AELF;;GOUZES;BAYARD-LITURGIE;;16823;*;;
PSAUME 122 - NOS YEUX, LEVES VERS LE SEIGNEUR;2023;ZL122-14;;AELF;;OSPITAL;ADF;;20993;*;;
PSAUME 122 - NOS YEUX, LEVÉS VERS LE SEIGNEUR - 14E DIMANCHE DU TEMPS ORDINAIRE B;2017;ZL122-11;;AELF;;WACKENHEIM;ADF;;17038;*;;
PSAUME 123 - ALLELUIA - 28 DECEMBRE;2016;ZL123-2;;AELF;;ALLELUIA PASCAL - DEISS - GELINEAU - LECOT;ADF;;19871;*;;
PSAUME 123 - ALLELUIA - TO ANNEE IMPAIRE : LUNDI 15E SEM. - MERCREDI 29E SEM.;2016;ZL123-3;;AELF;;DECHA - LECOT - REVERT;ADF;;19872;*;;
PSAUME 125 - 2ème DIMANCHE AVENT ANNEE C - 30ème DIMANCHE TO B;2019;ZL125-22;;AELF;;HERVY;JUBILUS-VOIX NOUVELLES EDITIONS;;18771;*;;
PSAUME 125 - 2ème DIMANCHE AVENT C;2018;ZL125-18;;AELF;;ROBERT;MAME (DESCLEE);;18299;*;;
PSAUME 125 - 2ème DIMANCHE DE L'AVENT - C;2000;ZL22-28-2;ZL125-2;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD C;9920;;*;
PSAUME 125 - 2ème DIMANCHE DE L'AVENT - C;2001;ZL22-28-5;ZL125-5;AELF;;THIL;LETHIELLEUX (DDB);CHANTE C;10083;;*;
PSAUME 125 - 2ème DIMANCHE DE L'AVENT - C;2002;ZL22-28-8;ZL125-8;AELF;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11273;*;;
PSAUME 125 - 2ème DIMANCHE DE L'AVENT C - 5ème DIMANCHE DE CAREME C - 30ème DIMANCHE TO B ;2016;ZL125-15;;AELF;;LAFARGUE;ARTEGE;;17139;*;;
PSAUME 125 - 30ème DIMANCHE ORDINAIRE - B;2002;ZL22-28-7;ZL125-7;AELF;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11109;*;;
PSAUME 125 - 30ème DIMANCHE ORDINAIRE - B;2002;ZL22-28-9;ZL125-10;AELF;;THIL;LETHIELLEUX (DDB);CHANTE B;11482;;*;
PSAUME 125 - 30ème DIMANCHE TO B;2017;ZL125-16;;AELF;;ROBERT;MAME (DESCLEE);;17691;*;;
PSAUME 125 - 30ème DIMANCHE TO B - 2ème DIMANCHE AVENT C - 2ème DIMANCHE CAREME C;2017;ZL125-21;;AELF;;BUIS;L'ARBRE NOIR;;18427;*;;
PSAUME 125 - 30ème DIMANCHE TO B - 2ème DIMANCHE AVENT C - 5ème DIMANCHE CAREME C;2018;ZL125-17;;AELF;;PREVIDI;ADF;;18201;*;;
PSAUME 125 - 30ème DIMANCHE TO B - 2ème DIMANCHE AVENT C - 5ème DIMANCHE CAREME C;2018;ZL125-20;;AELF;;OSPITAL;JUBILUS-VOIX NOUVELLES EDITIONS;;18306;*;;
PSAUME 125 - 5E DIMANCHE DE CAREME - ANNEE C;2020;ZL125-25;;AELF;;GUYARD;JUBILUS-VOIX NOUVELLES EDITIONS;;19310;*;;
PSAUME 125 - 5ème DIMANCHE CAREME C;2018;ZL125-19;;AELF;;ROBERT;MAME (DESCLEE);;18300;*;;
PSAUME 125 - 5ème DIMANCHE DE CAREME - C;2001;ZL22-28-6;ZL125-6;AELF;;THIL;LETHIELLEUX (DDB);CHANTE C;10084;;*;
PSAUME 125 - 5ème DIMANCHE DE CAREME - C;2002;ZL22-28-9;ZL125-9;AELF;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11274;*;;
PSAUME 125 - ALLELUIA - TO ANNEE IMPAIRE : LUNDI 25E SEM. - MARDI 30E SEM.;2016;ZL125-27;;AELF;;LECOT;ADF;;19873;*;;
PSAUME 125 - QUELLES MERVEILLES LE SEIGNEUR FIT POUR NOUS;2015;ZL125-14;;AELF;;GOUZES;BAYARD-LITURGIE;;16824;*;;
PSAUME 125 - QUELLES MERVEILLES LE SEIGNEUR FIT POUR NOUS;2021;ZL125-28;;AELF;;OSPITAL;ADF;;20130;*;;
PSAUME 125 - QUELLES MERVEILLES LE SEIGNEUR FIT POUR NOUS;2022;ZL125-29;;AELF;;HERVY;ADF;;20274;*;;
PSAUME 125 - QUELLES MERVEILLES LE SEIGNEUR FIT POUR NOUS;2022;ZL125-30;;AELF;;HERVY;ADF;;20292;*;;
PSAUME 125 - QUELLES MERVEILLES LE SEIGNEUR FIT POUR NOUS;2022;ZL125-31;;AELF;;DELATTRE;ADF;;20353;*;;
PSAUME 125 - QUELLES MERVEILLES LE SEIGNEUR FIT POUR NOUS - 2E DIMANCHE DE L'AVENT C;2016;ZL125-24;;AELF;;WACKENHEIM;ADF;;17070;*;;
PSAUME 125 - QUELLES MERVEILLES LE SEIGNEUR FIT POUR NOUS - 30E DIM ORDINAIRE B / 2E DIM DE L'AVENT C / 5E DIM DE CAREME C;2018;ZL125-26;;AELF;;GROSLAMBERT;ADF;;19698;*;;
PSAUME 125 - QUELLES MERVEILLES LE SEIGNEUR FIT POUR NOUS - 5E DIMANCHE DE CARÊME C, 30E DIMANCHE DU TEMPS ORDINAIRE B;2016;ZL125-23;;AELF;;WACKENHEIM;ADF;;17053;*;;
PSAUME 125 - RAMENE NOS CAPTIFS;1995;ZL22-28;ZL125-4;AELF;;GODARD;STUDIO SM;;8146;*;;
PSAUME 125 B - 5ème DIMANCHE DE CAREME - C;2000;ZL22-28-3;ZL125-3;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD C;9921;;*;
PSAUME 126;1972;ZLH126;Z126-1;AELF;;LA CROIX;SODEC;;2776;;*;
PSAUME 126;2003;ZL126-2;;AELF;;DUMAS;STUDIO SM;;11947;;*;
PSAUME 127 - 27ème DIMANCHE ORDINAIRE - B;2002;ZL40-61-5;ZL127-5;AELF - EGLISE QUI CHANTE;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;11184;*;;
PSAUME 127 - 27ème DIMANCHE ORDINAIRE - B;2002;ZL40-61-6;ZL127-6;AELF - KRUCZEK;;KRUCZEK;LETHIELLEUX (DDB);MELOD B;11220;;*;
PSAUME 127 - 27ème DIMANCHE ORDINAIRE - B;2002;ZL40-61-7;ZL127-7;AELF;;THIL;LETHIELLEUX (DDB);CHANTE B;11483;;*;
PSAUME 127 - 27ème DIMANCHE ORDINAIRE - B;2002;ZL40-61-8;ZL127-8;AELF;;THIL;LETHIELLEUX (DDB);CHANTE B;11484;;*;
PSAUME 127 - 27eme DIMANCHE TO B;2017;ZL127-24;;AELF;;BUIS;L'ARBRE NOIR;;18455;*;;
PSAUME 127 - 27ème DIMANCHE TO B;2016;ZL127-16;;AELF;;LAFARGUE;ARTEGE;;17364;*;;
PSAUME 127 - 27ème DIMANCHE TO B;2017;ZL127-20;;AELF;;ROBERT;MAME (DESCLEE);;17718;*;;
PSAUME 127 - 27ème DIMANCHE TO B;2018;ZL127-21;;AELF;;PREVIDI;ADF;;18202;*;;
PSAUME 127 - 27ème DIMANCHE TO B;2018;ZL127-22;;AELF;;AMEDJKANE;JUBILUS-VOIX NOUVELLES EDITIONS;;18307;*;;
PSAUME 127 - 33E DIMANCHE DU TO A;2023;ZL127-36;;AELF;;GUYARD;JUBILUS-VOIX NOUVELLES EDITIONS;;20805;*;;
PSAUME 127 - 33ème DIMANCHE - LA SAINTE FAMILLE - A;2001;ZL40-61;ZL127-1;AELF;;KRUCZEK;LETHIELLEUX (DDB);MELOD A;10598;;*;
PSAUME 127 - 33EME DIMANCHE DU TEMPS ORDINAIRE A;2022;ZL127-34;;AELF;;AKEPSIMAS;L'ARBRE NOIR;;20660;*;;
PSAUME 127 - 33ème DIMANCHE ORDINAIRE - A;2002;ZL40-61-3;ZL127-3;AELF;;WILLEMIN;STUDIO SM;PSAUTIER TRIENNAL;10879;*;;
PSAUME 127 - 33ème DIMANCHE ORDINAIRE A - MARIAGE;2002;ZL40-61-2;ZL127-2;AELF;;THIL;LETHIELLEUX (DDB);CHANTE A;10679;;*;
PSAUME 127 - 33ème DIMANCHE TO A;2016;ZL127-15;;AELF;;LAFARGUE;ARTEGE;;17311;*;;
PSAUME 127 - 33ème DIMANCHE TO A;2016;ZL127-17;;AELF;;ROBERT;MAME (DESCLEE);;17426;*;;
PSAUME 127 - ALLELUIA - TO ANNEE IMPAIRE : JEUDI 5E SEM. - JEUDI 9E SEM. / TO ANNEE PAIRE : MERCREDI 21E SEM. - MARDI 30E SEM.;2016;ZL127-29;;AELF;;DEISS - LECOT;ADF;;17813;*;;
PSAUME 127 - ALLELUIA - TO ANNEE IMPAIRE : VENDREDI 12E SEM. - SAMEDI 20E SEM.;2016;ZL127-31;;AELF;;BACH - DEISS - LECOT;ADF;;19874;*;;
PSAUME 127 - FETE DE LA SAINTE FAMILLE;2017;ZL127-19;;AELF;;NOTEBAERT;JUBILUS-VOIX NOUVELLES EDITIONS;;17637;*;;
PSAUME 127 - FETE DE LA SAINTE FAMILLE A;2016;ZL127-18;;AELF;;ROBERT;MAME (DESCLEE);;17427;*;;
PSAUME 127 - HEUREUX LE SERVITEUR FIDELE;2014;ZL127-11;;AELF;;GOUZES;BAYARD-LITURGIE;PSAUMES DIMANCHES ET FETES ANNÉE A;16454;*;;
PSAUME 127 - HEUREUX LES HABITANTS DE TA MAISON;2007;ZL127-9;;AELF;;BAUDRILLARD;ADF;PSAUMES DIMANCHES ET FETES - ANNÉE A;13501;*;;
